"index","Name","Clinic","Hospital","ST","VAC","Latitude","Longitude","Address","Contact","State"
933,"Klinik Anis",1,0,1,0,"","","1106 Persiaran Raja Muda Musa, 41100 Klang Selangor","","Selangor"
934,"Klinik Syifa' 24 Jam",1,0,1,0,"","","48-1 (Ground Floor), Jalan Nova K U5/K, Subang Bestari, Seksyen U5, 40150 Shah Alam, Selangor","","Selangor"
935,"Klinik Medisinar",1,0,1,0,"","","No 15, Ground Floor, Jalan Kenari 4, Bandar Puchong Jaya, 47100 Puchong, Selangor","","Selangor"
936,"U.N.I Klinik",1,0,1,0,"","","B-G-03, Jalan Gerbang Wawasan 1, Bangi Gateway, Seksyen 15, 43650 Bandar Baru Bangi, Selangor","","Selangor"
938,"Megaklinik Zahran Cyberjaya",1,0,1,0,"","","B-02 & B-03, Block B, Jalan Gc 3, Glomac Cyberjaya, 63000 Cyberjaya, Selangor","","Selangor"
939,"Klinik Mediviron",1,0,1,0,"","","No 4-1, Jalan Elektron G U16/G, Denai Alam, Seksyen U16, 40160 Shah Alam, Selangor","","Selangor"
940,"Klinik Saluna",1,0,1,0,"","","No 33-G, Jalan Sp 5/4, Pusat Perdagangan Bsp, Bandar Saujana Putra, 42610 Jenjarom, Selangor","","Selangor"
941,"Klinik Mediviron",1,0,1,0,"","","G-13A, Cova Square, Jalan Teknologi Kota D'Sara, 47810 Petaling Jaya, Selangor","","Selangor"
942,"Klinik & Surgeri Elan",1,0,1,0,"","","No. 26 Jalan Utas 15/A, Seksyen 15, 40200 Shah Alam, Selangor","","Selangor"
943,"Klinik Sidhu",1,0,1,0,"","","No 16 Jalan Sj 14, Taman Selayang Jaya, 68100 Batu Caves, Selangor","","Selangor"
945,"Poliklinik Guruseelan",1,0,1,0,"","","99N, Persiaran Raja Muda Musa, 42000 Port Klang, Selangor","","Selangor"
946,"Klinik Mediviron",1,0,1,0,"","","No.14, Ground Floor, Jalan Tengku Ampuan Zabedah G9/G, Seksyen 9, 40100 Shah Alam, Selangor","","Selangor"
947,"Megaklinik Zahran Seksyen 7 Bandar Baru Bangi",1,0,1,0,"","","No 60G, Jalan 7/7B, Seksyen 7, 43650 Bandar Baru Bangi, Selangor","","Selangor"
948,"Klinik Bala",1,0,1,0,"","","No. 9, Ug Jalan Pjs 9/1A, Lagoon Perdana, Bandar Sunway, 46150 Petaling Jaya, Selangor","","Selangor"
950,"Klinik Hazra Medic",1,0,1,0,"","","C-09 Block C, Jalan Gc 1, Glomac Cyberjaya, 63000 Cyberjaya, Selangor","","Selangor"
952,"Poliklinik Kumpulan City",1,0,1,0,"","","12, Jalan Kijang 1, Taman Suntex, 43200 Kajang, Selangor","","Selangor"
954,"Klinik Alam Medic",1,0,1,0,"","","No. 33G, Jalan 2/1, Taman Sri Jaromas, 42600 Jenjarom, Selangor","","Selangor"
956,"Klinik S. Sockalingam",1,0,1,0,"","","Lot 9148, Kg. Tengah, Telok Gong, 42000 Pelabuhan Klang, Selangor","","Selangor"
957,"Klinik Dan Surgeri Berjaya Park",1,0,1,0,"","","No 39-G, Jalan Sungai Rasau F 32/F, Berjaya Park, Seksyen 32, 40460 Shah Alam, Selangor","","Selangor"
958,"Sanctuary Family Clinic",1,0,1,0,"","","No. 15-G, Jalan Eco Santuari 8/1C, Eco Santuari, Telok Panglima Garang, 42500 Telok Panglima Garang, Selangor.","","Selangor"
959,"Poliklinik Grewal",1,0,1,0,"","","5G, Jalan Wawasan 2/1, Bandar Baru Ampang 68000 Selangor","","Selangor"
961,"Poliklinik Sri Prima",1,0,1,0,"","","No. 35, Jalan Pp2/5, Taman Putra Prima, 47100 Puchong, Selangor","","Selangor"
962,"Poliklinik Sri Prima",1,0,1,0,"","","592 Jalan Ss9A/14, Seri Setia, Sungei Way, 47300 Petaling Jaya, Selangor","","Selangor"
963,"Poliklinik Sri Permai",1,0,1,0,"","","Tingkat Bawah, Club House Kompleks Tm Cyberjaya, Persiaran Semarak Api, 63000 Cyberjaya, Selangor","","Selangor"
964,"Klinik Soo Sdn. Bhd.",1,0,1,0,"","","No. 3, Ground Floor, Jalan Kajang Indah, Taman Kajang Indah, Sg. Chua, 43000 Kajang, Selangor","","Selangor"
965,"Klinik Medilink",1,0,1,0,"","","Podium A, No Cpa-G-06,  Mentari Court Apt, Jalan Pjs 8/9, Taman Sri Mentari, 46150 Petaling Jaya, Selangor","","Selangor"
967,"Klinik Medilink",1,0,1,0,"","","12 Jalan Anggerik Vanilla Y31/Y, Kota Kemuning, 40460 Shah Alam, Selangor","","Selangor"
969,"Klinik Taipan",1,0,1,0,"","","No. 11A, Jalan Usj 10/1E, Uep Subang Jaya, 47620 Petaling Jaya, Selangor","","Selangor"
971,"Klinik Segara",1,0,1,0,"","","No. 62, Jalan Alam Jaya 15, Taman Alam Jaya, 43200 Cheras, Selangor","","Selangor"
972,"Klinik Metro (Metro Clinic)",1,0,1,0,"","","31-1, (Ground Floor), No. 8, Jalan Anggerik Vanilla Be 31/Be,
40460 Kota Kemuning, Selangor","","Selangor"
973,"Klinik Mediviron Taming Jaya",1,0,1,0,"","","No. 2-G, Jalan Medan Taming 3A, Pusat Perniagaan Taming Jaya 1, Taman Taming Jaya, 43300 Seri Kembangan, Selangor","","Selangor"
974,"Klinik Mediviron",1,0,1,0,"","","Lot F27-F28, Giant Putra Heights, No. 3, Persiaran Putra Perdana, 47650 Putra Heights, Selangor","","Selangor"
975,"Megaklinik Zahran Bandar Teknologi Kajang",1,0,1,0,"","","No. 17, Jalan Seri Baiduri 2, Taman Seri Baiduri Bandar Teknologi Kajang, 43500 Hulu Langat, Selangor","","Selangor"
976,"U.N.I Klinik",1,0,1,0,"","","No E-1-38, Jalan Sp 11/3, Seri Pristana, 47000 Sungai Buloh, Selangor","","Selangor"
977,"Klinik Mediviron Olak Lempit",1,0,1,0,"","","No. 11Gf, Jalan 6B, Komplek Perabot Olak Lempit, 42700 Banting, Selangor","","Selangor"
978,"Klinik Mediviron Batang Kali",1,0,1,0,"","","No. 43, Jalan Ara 2, Perniagaan Jalan Ara, 44300 Batang Kali, Selangor","","Selangor"
979,"Poliklinik Dan Surgeri Kow & Goh",1,0,1,0,"","","Ssg-9, Sri Saujana Apt. Jalan Wangsa Permai, Wangsa Permai, 52200 Kepong, Wp Kuala Lumpur","","Selangor"
980,"Klinik Mediviron Taman Mas",1,0,1,0,"","","No.28-Gf, Block 1, Golden Business Park, Jalan Dagang Mas 1, Taman Mas, 47100 Puchong, Selangor","","Selangor"
981,"Klinik Mediviron Bukit Changgang",1,0,1,0,"","","No. 12, Jalan Murni 1/2, Taman Langat Murni, Bukit Changgang, 42700 Banting, Selangor","","Selangor"
982,"Klinik Keluarga Rohani",1,0,1,0,"","","No. 38, Lorong Naluri Sukma A 8/A, Seksyen 8, 42300 Puncak Alam, Selangor","","Selangor"
983,"Klinik Wellcare Damai",1,0,1,0,"","","Q-008, Gf, Vista Shop, Jalan Pju 10/2B, Damansara Damai, 47830 Petaling Jaya, Selangor","","Selangor"
984,"Klinik Rs Shiva Sdn. Bhd.",1,0,1,0,"","","No.3, Medan 23 Bandar Baru Salak Tinggi, 43900 Sepang, Selangor","","Selangor"
985,"Klinik Ng Sree Dan Rakan- Rakan",1,0,1,0,"","","205, Jalan Sultan Abdul Samad, 42700 Banting, Selangor","","Selangor"
986,"Qualitas Health Klinik Era Medik",1,0,1,0,"","","Pa-S-25, Jalan Pasir Emas, Sungai Chua, Pearl Avenue, 43000 Kajang, Selangor","","Selangor"
988,"Poliklinik Dan Surgeri Tan",1,0,1,0,"","","No 33, Ground Floor, Jalan Usj 10/1D, Taipan Business Centre, 47620 Subang Jaya, Selangor","","Selangor"
989,"Klinik Dan Surgery Guna",1,0,1,0,"","","No. 19, Jalan Pjs 10/24, Bandar Sunway, 47610 Petaling Jaya, Selangor","","Selangor"
991,"Klinik Lim",1,0,1,0,"","","No. 74 Ground Floor, Lebuh Beringin, 42000 Port Klang, Selangor","","Selangor"
992,"Klinik Wong Singh",1,0,1,0,"","","53 & 55 (Ground Floor), Jalan Bunga Kertas 1E, Seksyen Bs
1, Bukit Sentosa, 48300 Bukit Beruntung, Selangor","","Selangor"
993,"Kumpulan Medic",1,0,1,0,"","","No. 22, Jalan Ss 15/4D, 47500 Subang Jaya, Selangor","","Selangor"
994,"Klinik Dr Khalid & Dr Wan Julia",1,0,1,0,"","","No. 11, Jalan 11, Taman Putra, 68000 Ampang,Selangor","","Selangor"
995,"Klinik Mediviron Sdn Bhd",1,0,1,0,"","","2, Jalan 21/12, Seapark, 46300 Petaling Jaya, Selangor","","Selangor"
996,"Klinik Shah Alam",1,0,1,0,"","","9, Jalan Pulau Kempas,28/3 Taman Alam Megah, 40000 Shah Alam, Selangor","","Selangor"
997,"Poliklinik Damai",1,0,1,0,"","","No. 8, (Ground Floor), Jalan  Ecohill 1/5A, Setia Ecohill, 43500 Semenyih, Selangor","","Selangor"
998,"Kumpulan Medic",1,0,1,0,"","","No. 1, Lorong Tukang 16/3, Seksyen 16, 40000 Shah Alam, Selangor","","Selangor"
999,"Klinik Mediviron",1,0,1,0,"","","No. 3, Lot 1239, Jalan Bukit Kemuning, Bt 7, 47630 Shah Alam, Selangor","","Selangor"
1000,"Klinik Mediviron",1,0,1,0,"","","46, Jalan Pasar Baru, 43500 Semenyih,Selangor","","Selangor"
1001,"Klinik Mediviron",1,0,1,0,"","","No 23, Jalan Bunga Melati, Taman Maju Jaya, 56100 Ampang, Selangor","","Selangor"
1002,"Klinik Sri Permai",1,0,1,0,"","","Ug-27, Jalan Pjs 9/1A, Pusat Perniagaan Lagoon Perdana, 46150 Bandar Sunway, Selangor","","Selangor"
1003,"Klinik Alam Medic",1,0,1,0,"","","No.37, Jalan Astana E 13/E, Pusat Perniagaan Astana Alam 2, Seksyen 13, 42300 Bandar Puncak Alam, Selangor","","Selangor"
1004,"Klinik Mediviron (Ttdi Jaya)",1,0,1,0,"","","No. 3, Jalan Opera D U2/D, Taman Ttdi Jaya, 40150 Shah Alam, Selangor","","Selangor"
1005,"U.N.I Klinik",1,0,1,0,"","","36 Jalan E 7/E, Seksyen 7, 40000 Shah Alam, Selangor","","Selangor"
1006,"Klinik Dan Surgeri Guna",1,0,1,0,"","","No. E-G-17, 19, 20, 21 & 22 Jalan Pp33, Taman Pinggiran Putra,43300 Seri Kembangan, Selangor","","Selangor"
1007,"Poliklinik Roy",1,0,1,0,"","","9-1, Jalan Pju 8/5, Perdana Business Centre, Damansara Perdana, 47820 Petaling Jaya, Selangor","","Selangor"
1008,"Klinik Ikhwan",1,0,1,0,"","","No 31G, Jalan Bidara 10, Saujana Utama 3, 47000 Sungai Buloh, Selangor","","Selangor"
1009,"Klinik Mediviron Armada Putra",1,0,1,0,"","","No 79G Jln Sg Chandong 8, Kg Perigi Nenas Pulau Indah, 42900 Pelabuhan Klang","","Selangor"
1010,"Klinik Primamedik",1,0,1,0,"","","No. 552G, Jalan Samudra Utara 1, Taman Samudra, 68100 Batu Caves, Selangor","","Selangor"
1011,"Poliklinik Desa Sentral",1,0,1,0,"","","No.30 (Ground Floor), Blok D, Jalan Dc 4/5, Desa Coalfields 47000 Sungai Buloh, Selangor","","Selangor"
1012,"Klinik Yap",1,0,1,0,"","","26, Jalan Dato Yusof Shahbudin 44, Taman Mewah Jaya, 41200 Klang, Selangor","","Selangor"
1013,"Klinik Chan",1,0,1,0,"","","No 70-G, Ground Floor, Jalan Raya Barat, Ks 1, Pusat Perniagaan Raya Barat, 41000 Klang, Selangor","","Selangor"
1014,"Klinik Dharan",1,0,1,0,"","","No 42A, Jalan Bsc 2B/2, Presint 2, Bandar Seri Coalfields, 47000 Sungai Buloh, Selangor","","Selangor"
1015,"Klinik Damai Perdana",1,0,1,0,"","","No. 8, Jalan Damai Perdana 1/9A, Bandar Damai Perdana, 56000 Cheras, Selangor","","Selangor"
1016,"Kumpulan Perubatan Smp Sdn. Bhd.",1,0,1,0,"","","No. 18, Lorong Sempadan, Jalan 16/7, P.O. Box 7081, 40702 Shah Alam, Selangor","","Selangor"
1017,"U.N.I Klinik",1,0,1,0,"","","No.2 (Ground Floor), Jalan Mutiara Rinching 1Taman Mutiara Rinching, 53500 Semenyih, Selangor","","Selangor"
1018,"Kumpulan Medic",1,0,1,0,"","","No 71-M, Jalan Mamanda 1, Ampang Point, 68000 Ampang, Selangor","","Selangor"
1019,"Klinik Mediviron Armada Putra",1,0,1,0,"","","No 79G Jln Sg Chandong 8, Kg Perigi Nenas, Pulau Indah, 42900 Pelabuhan Klang","","Selangor"
1021,"Gombak Medicare Clinic",1,0,1,0,"","","No.1 & 3, Jalan Sg 3/16, Taman Sri Gombak, 68100 Batu Caves, Selangor","","Selangor"
1022,"Klinik Sri Putra",1,0,1,0,"","","No. 32, Jalan Bp 3/11, Bandar Bukit Puchong, 47100 Puchong, Selangor","","Selangor"
1023,"Klinik Baharudin",1,0,1,0,"","","No. 25, Jalan Bunga Melor 2/18, Seksyen 2, 40000 Shah Alam, Selangor","","Selangor"
1024,"Klinik Pro Medic",1,0,1,0,"","","40 Jalan Anggerik Vanilla M31/M, 40469 Kota Kemuning, Selangor","","Selangor"
1025,"Klinik Amani",1,0,1,0,"","","No 4, (Ground Floor)Jalan Semenyih Impiana 1, Taman Semenyih Impiana, 43500 Semenyih,Selangor","","Selangor"
1026,"Klinik Rawatan Utama",1,0,1,0,"","","No. 22, Jalan Cj 3/13-1, Taman Cheras Jaya, 43200 Cheras, Selangor","","Selangor"
1027,"Klinik Andalusia",1,0,1,0,"","","No. 16, Jalan Plumbum N7/N, Sekseyn 7, 40000 Shah Alam, Selangor","","Selangor"
1029,"Klinik Sejati",1,0,1,0,"","","No. 8-G, Jalan Paragon Utama 1, Paragon Utama, 68100 Batu Caves, Selangor","","Selangor"
1030,"Klinik Mediviron Dr. Amir",1,0,1,0,"","","No. 24, Jalan Serdang Raya 7/2, Taman Serdang Raya, 43300 Seri Kembangan, Selangor","","Selangor"
1031,"Klinik Tan @ 1U",1,0,1,0,"","","S118A, 2Nd Floor 1 Utama Shopping Centre 1, Lebuh Bandar Utama, 47800 Petaling Jaya, Selangor","","Selangor"
1032,"Klinik Mediviron",1,0,1,0,"","","31-0, Jalan Jed 3, Bandar Parkland, 41200 Klang, Selangor","","Selangor"
1033,"Klinik Medina",1,0,1,0,"","","N-00-004 Subang Perdana Goodyear Court 2, Usj 6/1, 47610 Subang Jaya, Selangor","","Selangor"
1034,"Klinik Velayutham",1,0,1,0,"","","161-B, Jalan Besar, Sg. Pelek, 43950 Sepang, Selangor","","Selangor"
1035,"Klinik Mediviron",1,0,1,0,"","","No 20, Jalan 14/Ku4, Taman Sementa Bestarioff Jalan Kapar, 41200 Klang, Selangor","","Selangor"
1036,"Klinik Baiduri",1,0,1,0,"","","21-1, Jalan Pju 8/5D, Perdana Business Centre, Bandar Damansara Perdana, 47820 Petaling Jaya, Selangor","","Selangor"
1037,"Klinik Impian Care",1,0,1,0,"","","3G Tkt Bawah, Jalan Cempaka 6A, Taman Muda, 68000 Ampang, Selangor","","Selangor"
1038,"Poliklinik Pusrawi Smc (Kajang)",1,0,1,0,"","","No 15G, Jalan Sentosa Villa 1/1, Taman Sentosa Villa, 43000 Kajang, Selangor","","Selangor"
1039,"Klinik Union",1,0,1,0,"","","19G, Jalan Wawasan Ampang 2/3, Bandar Baru Ampang, 68000 Ampang, Selangor","","Selangor"
1040,"Klinik Araa",1,0,1,0,"","","No 7-1-2, Jalan Setia Prima 9R) U 13/R, Setia Alam Seksyen U13, 40170 Shah Alam, Selangor","","Selangor"
1041,"Klinik Pertama",1,0,1,0,"","","No 15, Jalan 38, Perumahan Pkns, Selat Klang Utara, 42000 Pelabuhan Klang, Selangor","","Selangor"
1042,"Klinik Mewah",1,0,1,0,"","","11, Jalan Pasar Baru 2, Off Jalan Semenyih, 43500 Semenyih, Selangor","","Selangor"
1043,"Klinik Medic Health Kota Damansara",1,0,1,0,"","","45-G, Jalan Cecawi 6/33, Seksyen 6, Kota Damansara, 47810 Petaling Jaya, Selangor","","Selangor"
1045,"Klinik Rakan Medik",1,0,1,0,"","","18-B1, Jalan Ss 6/3, Kelana Jaya, 47301 Petaling Jaya, Selangor","","Selangor"
1046,"Poliklinik Cahaya",1,0,1,0,"","","No. 8, Ground Floor, Jalan Tempua 2A, Bandar Puchong Jaya, 47100 Puchong, Selangor","","Selangor"
1047,"Klinik Nazam & Surgeri (X- Ray Centre)",1,0,1,0,"","","No. 39 & 41), Jalan Seroja 4, Taman Seroja, Bandar Baru Salak Tinggi, 43900 Sepang, Selangor","","Selangor"
1048,"Klinik Mediviron",1,0,1,0,"","","No 57, Jalan Raja Harun, Bandar Kajang, Sek 7, 43000 Kajang, Selangor","","Selangor"
1049,"Polyclinic & Surgery Siva",1,0,1,0,"","","No. 29, Jalan Ss 3/29, Taman University, 47300 Petaling Jaya, Selangor","","Selangor"
1050,"Klinik Noridah",1,0,1,0,"","","Vg 30, Jalan Plumbum V7/V, Pusat Komersial Seksyen 7, 40000 Shah Alam, Selangor","","Selangor"
1051,"Klinik Eco Perdana",1,0,1,0,"","","7-G, Jalan Sekolah, Bandar Semenyih, 43500 Semenyih, Selangor","","Selangor"
1052,"Klinik Alam Medic",1,0,1,0,"","","21-1, Jalan Pju 5/12, Dataran Sunway, Kota Damansara, 47810 Petaling Jaya, Selangor","","Selangor"
1053,"Klinik Alam Medic Pelangi Damansara",1,0,1,0,"","","A-G-7, Blok A, Pusat Perdagangan Pelangi, Pelangi Damansara, Pju 16, Persiaran Surian, 47800 Petaling Jaya, Selangor","","Selangor"
1054,"Klinik Mutiara",1,0,1,0,"","","No. 21, Jalan Prima Sg1, Prima Sri Gombak, 68100 Batu Caves, Selangor","","Selangor"
1055,"Klinik Afly",1,0,1,0,"","","4803-0-07 Cbd Perdana Lot 4803, Cbd Perdana, 63000 Cyberjaya, Selangor","","Selangor"
1056,"Poliklinik Mediprima",1,0,1,0,"","","No 23 Jalan Frekuensi R U16/R, Elmina East, Seksyen U16, 40160 Shah Alam, Selangor","","Selangor"
1057,"Klinik Roshan",1,0,1,0,"","","No. 2078, Jalan 3/1, Bandar Baru Sungai Buloh, 47000 Sungai Buloh, Selangor","","Selangor"
1058,"Klinik Mediviron",1,0,1,0,"","","Pg19, Ground Floor Block P, Jalan Plumbum U7/U, Pusat Komersial Seksyen 7, 40000 Shah Alam, Selangor","","Selangor"
1059,"Klinik Q",1,0,1,0,"","","No. 8-G, Jalan Pju 5/21, The Strand @ Kota Damansara, 47810 Petaling Jaya, Selangor","","Selangor"
1060,"Klinik Putramedik",1,0,1,0,"","","No 11G, Jalan Samudera Utara 11, Taman Samudera, 68100 Batu Caves, Selangor","","Selangor"
1062,"Poliklinik Dan Surgeri Al- Haramain",1,0,1,0,"","","No 47 Jalan 2/1, Taman Sri Jaromas, 42600 Jenjarom, Selangor","","Selangor"
1063,"Klinik Dr. Lo",1,0,1,0,"","","No. 11, Jalan Saga, Taman Sri Saga, Sungai Chua, 43000 Kajang, Selangor","","Selangor"
1064,"Poliklinik Putracare",1,0,1,0,"","","A-G-03, Blok A, Jalan Cheras Prima 3, Taman Cheras Prima, 43000 Kajang, Selangor","","Selangor"
1066,"Klinik Syifa (Seksyen 3)",1,0,1,0,"","","No. 25, Jalan 3/69, Seksyen 3, 43650 Bandar Baru Bangi, Selangor","","Selangor"
1067,"Leela Ratos Dan Rakan- Rakan",1,0,1,0,"","","No. 626A, Jalan Ss 9A/1, Sungai Way, 47300 Petaling Jaya, Selangor","","Selangor"
1068,"Klinik Setia Taipan",1,0,1,0,"","","No 95-G, Jalan Setia Gemilang, Bg U13/Bg, Setia Alam, 40170 Shah Alam, Selangor","","Selangor"
1069,"Klinik Dr Atiqah",1,0,1,0,"","","No. 30, Jalan Tajuh 27/29, Taman Bunga Negara, Seksyen 27, 40400 Shah Alam, Selangor","","Selangor"
1070,"Poliklinik Sentral",1,0,1,0,"","","15, Jalan Putra Indah 9/1A, Seksyen 9, Putra Height, 47650 Subang Jaya, Selangor","","Selangor"
1071,"Klinik Alam Medik",1,0,1,0,"","","No. 24, Jalan Bendahara 1, Taman Bendahara, 45000 Kuala Selangor, Selangor","","Selangor"
1072,"Bp Diagnostic Centre Sdn. Bhd.",1,0,1,0,"","","No. 40 & 41, Jalan Tukang, 43000 Kajang, Selangor","","Selangor"
1073,"Klinik Metromed",1,0,1,0,"","","No 19G, Jalan Jelok 6, Kawasan Metropoint, 43000 Kajang, Selangor","","Selangor"
1074,"Klinik Bahiah",1,0,1,0,"","","66, Jalan Bidara 6/3, Saujana Utama 3, 47000 Kuala Selangor, Selangor","","Selangor"
1075,"Klinik Osel",1,0,1,0,"","","25-P1, Block B, Jaya 1, No. 72A, Jalan Universiti, 46200 Petaling Jaya, Selangor","","Selangor"
1076,"Klinik Anda",1,0,1,0,"","","S-6, Taman Indah, Batu 11, Jalan Cheras 43200 Kajang, Selangor","","Selangor"
1077,"Klinik Anda",1,0,1,0,"","","No 5-G, Jalan Bendahara 1/1, Taman Bendahara 45000 Kuala Selangor, Selangor","","Selangor"
1078,"Poliklinik Dan Surgeri Meru Jaya",1,0,1,0,"","","No. 35, Pekan Meru, 41050 Klang, Selangor","","Selangor"
1079,"Poliklinik Prima",1,0,1,0,"","","No. 2371 & 2371A, Jalan 1A/3, Bandar Baru Sg. Buloh, 47000 Sg. Buloh, Selangor","","Selangor"
1080,"Klinik Berjaya Medic",1,0,1,0,"","","No. 56 & 56A, Jalan Murni 25/61, Taman Sri Muda, 40000 Shah Alam, Selangor","","Selangor"
1081,"Berkat Ampang Clinic",1,0,1,0,"","","75-4A, Jalan Mamanda 1, Ampang Point 68000 Ampang, Selangor","","Selangor"
1082,"Klinik Dr. Nina",1,0,1,0,"","","No 9, Jalan St 1C/6, Medan 88, 43900 Sepang, Selangor","","Selangor"
1083,"Klinik Mediviron Sg. Way",1,0,1,0,"","","No 639 Jalan 1 Seri Setia, 47300 Petaling Jaya, Selangor","","Selangor"
1084,"Klinik Keluarga Equine",1,0,1,0,"","","61-1, Jalan Equine 10F, Taman Equine, 43300 Seri Kembangan, Selangor","","Selangor"
1085,"Klinik Qualitas Health Sv Care Clinic",1,0,1,0,"","","No. 2-G Dan 2A-G. Nadayu Square, Nadayu 99, Cyber 9, 63000 Cyberjaya, Selangor","","Selangor"
1086,"Klinik Siti",1,0,1,0,"","","No. 20 (Ground Floor), Jalan Puncak Alam Jaya 13, Pusat Perdagangan Puncak Alam Jaya, 42300 Puncak Alam, Selangor","","Selangor"
1087,"Klinik Siti",1,0,1,0,"","","No G-13A (Ground Floor), Jalan Warisan Sentral 2, Kota Warisan 43900 Sepang, Selangor","","Selangor"
1088,"Klinik Qualitas Health Sv Care Clinic, Putra Perdana",1,0,1,0,"","","No. 58 Jalan Pp16/2, Perdana Industrial Park, Taman Putra Perdana, 47130 Puchong, Selangor","","Selangor"
1089,"Klinik Mediviron",1,0,1,0,"","","5-G, Jalan Nova U5/N, Subang Bestari Sek U5, 40150 Shah Alam, Selangor","","Selangor"
1090,"Klinik Mediviron Seksyen 13 Shah Alam",1,0,1,0,"","","G-5, Menara U2, No. 1, Jalan Boling Padang 13/62, 40100 Shah Alam, Selangor","","Selangor"
1092,"Poliklinik Kumar",1,0,1,0,"","","15A, Solok Sri Sarawak 36, Taman Sri Andalas, 41200 Klang, Selangor","","Selangor"
1093,"Klinik Kayu Ara",1,0,1,0,"","","A-G-12 Block Alamanda, 10 Boulevard, Lebuhraya Sprint, Pju6A, 47400 Petaling Jaya, Selangor","","Selangor"
1094,"Klinik Seri Anggun",1,0,1,0,"","","No 126-1, Persiaran Anggun City 1, Pusat Komersial Anggun City, 48000 Rawang, Selangor","","Selangor"
1095,"Klinik Anda 24 Jam",1,0,1,0,"","","No 25 & 27, Jalan Sbbc 1, Sungai Besar Business Centre, 45300 Sungai Besar, Selangor","","Selangor"
1096,"Klinik Hanita",1,0,1,0,"","","No. 21, Jalan Pinggiran Putra 4A/14, Desa Pinggiran Putra, 43000 Kajang, Selangor","","Selangor"
1097,"Viji Poliklinik Dan Surgeri & X-Ray",1,0,1,0,"","","F25, 1St Floor, Centrepoint, Lebuh Bandar Utama, Taman Bandar Utama, 47800 Petaling Jaya, Selangor","","Selangor"
1098,"U.N.I Klinik",1,0,1,0,"","","No B-G-3A, Jalan Vita, Plaza Crystal Ville, 63000 Cyberjaya, Selangor","","Selangor"
1099,"Lyfe Clinic",1,0,1,0,"","","G27, Ground Floor, Block A, Damansara Intan, No. 1, Jalan Ss 20/27, 47400 Petaling Jaya, Selangor","","Selangor"
1100,"Raintree Specialist Clinic Sdn Bhd",1,0,1,0,"","","Unit 109, Ground Floor, Block F, Pusat Dagangan Phileo Damansara 1, No. 9, Jalan 16/11, 46350 Petaling Jaya, Selangor","","Selangor"
1101,"Poliklinik Keluarga",1,0,1,0,"","","No. 39, Jalan Dato Muda Jaafar, 44000 Kuala Kubu Bharu, Selangor","","Selangor"
1102,"Poliklinik Ukm Kesihatan",1,0,1,0,"","","No.	12,	Ground	Floor,	Jalan	Klia	Avenue,	Pusat Perdagangan Klia Avenue, 43900 Sepang, Selangor","","Selangor"
1103,"Klinik Lee",1,0,1,0,"","","No. 48G, Jalan Puteri 5/2, 47100 Puchong, Selangor","","Selangor"
1104,"Klinik S N Lee",1,0,1,0,"","","Lot G-3A, Amerin Mall, Jalan Impian Indah, One Amerin Residence, 43300 Seri Kembangan, Selangor","","Selangor"
1105,"Klinik Chew",1,0,1,0,"","","No. 11, Jalan Rodat 1, Bandar Bukit Raja, 41050 Klang, Selangor","","Selangor"
1106,"Klinik Subang Perdana",1,0,1,0,"","","No. 21-G, Ground Floor, Jalan Dinar G U3/G, Taman Subang Perdana, Seksyen U3, 40150 Shah Alam, Selangor","","Selangor"
1107,"Klinik Nur Qaseh @ Puncak Alam",1,0,1,0,"","","No. 11, Jalan Astana A 13/A, Pusat Niaga Astana Alam, Seksyen 13, 42300 Bandar Baru Puncak Alam, Selangor","","Selangor"
1108,"Poliklinik An-Nisa'",1,0,1,0,"","","2, Jalan Pulau Lumut Qu 10/Q, Alam Budiman, Seksyen U10,
40150 Shah Alam, Selangor","","Selangor"
1109,"Klinik Kecheerian",1,0,1,0,"","","F1.32 & F1.33, First Floor, The Summit Subang Usj, Persiaran Kewajipan, Usj 1, 47600 Subang Jaya, Selangor","","Selangor"
1110,"Klinik Soheal",1,0,1,0,"","","11-G, Jalan Eco Santuari 8/1C, Eco Santuari, 42500 Telok Panglima Garang, Selangor","","Selangor"
1111,"Poliklinik Aramedic",1,0,1,0,"","","No. 12, Jln Tk 4/5, Taman Kinrara, 47190 Puchong, Selangor","","Selangor"
1112,"Alainn Clinic",1,0,1,0,"","","G-6 Menara Infiniti, No 28, Jalan Ss6/3, Kelana Jaya, 47301 Petaling Jaya, Selangor","","Selangor"
1113,"Klinik Prima Impian",1,0,1,0,"","","No. G-0-4, Jalan Tun Teja B35/B, Alam Impian, Seksyen 35, 40470 Shah Alam, Selangor","","Selangor"
1114,"Klinik Aurora",1,0,1,0,"","","No 3-G, Jalan Aman Sinaria 2, Bandar Tropicana Aman (Sinaria), Telok Panglima Garang, 42500 Selangor","","Selangor"
1115,"Klinik Dr Marisa Dan Rakan",1,0,1,0,"","","No. 7, Jalan Mutiara 5, Taman Mutiara, 43800 Dengkil, Selangor","","Selangor"
1116,"Klinik Segara",1,0,1,0,"","","A-09-G, Block A Pusat Perdagangan, Taman Dagang, Jalan Dagang Besar, 68000 Ampang, Selangor","","Selangor"
1117,"Poliklinik Ukm Kesihatan",1,0,1,0,"","","7-G & 7-1, Jalan 15/1B, Seksyen 15, 43650 Bandar Baru Bangi, Selangor","","Selangor"
